"ACT","SAT","Grad","GradGPA","HSGPA","Cohort"
NA,1290,TRUE,3.636,4.353,2002
NA,1290,TRUE,3.569,3.87,2002
26,NA,FALSE,NA,2.856,2002
NA,1040,FALSE,NA,3.275,2002
25,1210,TRUE,3.252,4.059,2002
24,NA,FALSE,NA,3.094,2002
NA,990,TRUE,2.799,2.679,2002
21,NA,FALSE,NA,3.451,2002
19,NA,FALSE,NA,3.285,2002
30,NA,TRUE,3.752,4,2002
22,NA,FALSE,NA,3.044,2002
21,NA,TRUE,3.59,3.875,2002
27,1260,TRUE,3.342,3.5,2002
31,NA,TRUE,3.941,4,2002
NA,1060,TRUE,2.901,2.83,2002
21,NA,TRUE,3.38,3.48,2002
28,NA,TRUE,3.35,3.584,2002
32,NA,TRUE,3.514,4.086,2002
29,NA,TRUE,3.378,3.417,2002
NA,1110,FALSE,NA,3.303,2002
31,NA,TRUE,3.641,3.984,2002
21,NA,FALSE,NA,2.739,2002
NA,1330,TRUE,3.609,4,2002
27,1060,TRUE,3.349,3.691,2002
30,NA,TRUE,3.118,2.947,2002
23,NA,TRUE,3.453,3.795,2002
26,1160,FALSE,NA,3.073,2002
27,NA,TRUE,2.681,NA,2002
NA,1360,TRUE,4,4,2002
28,1260,TRUE,3.742,4.308,2002
23,NA,TRUE,2.421,3.206,2002
27,NA,TRUE,3.747,3.739,2002
25,NA,TRUE,3.129,3.823,2002
NA,1160,TRUE,3.102,3.75,2002
32,1380,TRUE,3.751,4.101,2002
NA,1440,FALSE,NA,3.622,2002
NA,1290,TRUE,3.711,3.974,2002
21,NA,FALSE,NA,3.103,2002
NA,1050,TRUE,2.841,3.417,2002
28,1080,TRUE,3.532,3.628,2002
29,NA,TRUE,3.861,3.957,2002
23,NA,TRUE,3.257,3.267,2002
20,NA,TRUE,3.307,3.246,2002
28,NA,TRUE,3.047,3.984,2002
28,NA,TRUE,2.354,3.14,2002
20,NA,FALSE,NA,3.423,2002
18,NA,FALSE,NA,2.547,2002
22,930,TRUE,3.384,3.493,2002
25,1160,TRUE,3.666,3.987,2002
19,NA,TRUE,3.034,3.135,2002
28,1210,TRUE,3.671,3.88,2002
31,NA,TRUE,3.786,4,2002
25,NA,TRUE,3.623,4.157,2002
NA,1030,TRUE,3.332,3.827,2002
30,NA,TRUE,3.27,3.583,2002
33,1450,TRUE,3.743,3.993,2002
25,NA,TRUE,3.374,3.23,2002
29,NA,TRUE,3.057,3.547,2002
25,1160,TRUE,2.888,3.077,2002
26,NA,TRUE,3.548,3.652,2002
22,NA,FALSE,NA,3.116,2002
22,NA,TRUE,3.27,3.362,2002
27,NA,TRUE,3.33,3.18,2002
25,NA,TRUE,3.951,NA,2002
NA,810,FALSE,NA,3.19,2002
25,NA,TRUE,2.878,3.632,2002
24,NA,TRUE,3.274,3.921,2002
NA,1400,FALSE,NA,3.37,2002
21,NA,TRUE,3.33,3.36,2002
26,NA,FALSE,NA,3.53,2002
34,1440,TRUE,3.984,3.964,2002
23,NA,TRUE,3.597,3.89,2002
26,NA,TRUE,3.733,3.672,2002
24,NA,TRUE,3.214,3.64,2002
23,NA,FALSE,NA,2.728,2002
23,NA,TRUE,2.643,3.558,2002
26,NA,TRUE,3.261,3.673,2002
26,NA,TRUE,3.828,3.981,2002
20,NA,FALSE,NA,3.221,2002
28,NA,TRUE,3.856,4.015,2002
24,NA,TRUE,3.258,3.493,2002
29,NA,FALSE,NA,3.859,2002
29,NA,TRUE,3.615,4,2002
NA,1450,TRUE,3.903,4,2002
29,NA,TRUE,3.657,3.982,2002
22,NA,TRUE,3.477,3.66,2002
27,NA,TRUE,3.35,3.844,2002
21,NA,TRUE,2.464,2.929,2002
NA,1500,TRUE,3.449,3.789,2002
34,1410,TRUE,3.859,3.932,2002
22,NA,FALSE,NA,3.343,2002
26,NA,TRUE,3.517,3.98,2002
25,1010,TRUE,3.481,3.483,2002
NA,1370,TRUE,3.694,4.656,2002
NA,1070,TRUE,2.606,3.564,2002
24,NA,FALSE,NA,3.034,2002
27,NA,FALSE,NA,4,2002
26,NA,TRUE,3.153,3.798,2002
NA,1090,TRUE,2.306,3.281,2002
NA,1260,TRUE,3.572,3.61,2002
NA,1310,TRUE,3.303,4,2002
23,NA,TRUE,2.925,2.933,2002
27,1080,FALSE,NA,3.863,2002
22,NA,TRUE,3.733,3.673,2002
28,NA,TRUE,3.409,3.729,2002
22,NA,TRUE,2.822,2.618,2002
27,NA,TRUE,3.694,3.718,2002
27,NA,TRUE,3.165,3.661,2002
27,NA,TRUE,3.696,4,2002
28,NA,FALSE,NA,3.6,2002
30,NA,TRUE,3.613,3.743,2002
20,NA,TRUE,3.083,3.673,2002
NA,1120,TRUE,2.956,3.38,2002
32,NA,TRUE,3.935,3.99,2002
23,NA,TRUE,3.437,3.547,2002
27,NA,FALSE,NA,3.529,2002
25,NA,FALSE,NA,3.331,2002
28,NA,TRUE,2.525,3.425,2002
29,NA,TRUE,3.203,3.827,2002
24,NA,TRUE,3.155,3.686,2002
NA,1390,TRUE,3.825,4,2002
25,1260,FALSE,NA,3.518,2002
NA,1150,TRUE,3.718,3.514,2002
31,NA,TRUE,3.933,3.997,2002
NA,1110,TRUE,3.175,2.818,2002
NA,1290,TRUE,3.598,3.6,2002
26,NA,TRUE,3.166,2.964,2002
21,NA,TRUE,3.493,3.813,2002
30,1390,TRUE,3.782,4.24,2002
21,NA,FALSE,NA,3.22,2002
29,1320,TRUE,3.82,3.889,2002
18,NA,FALSE,NA,2.509,2002
NA,1300,FALSE,NA,3.395,2002
26,NA,FALSE,NA,3.572,2002
27,1070,TRUE,3.861,3.668,2002
33,1320,FALSE,NA,3.597,2002
29,NA,TRUE,4,4,2002
NA,1420,TRUE,2.967,4,2002
20,NA,FALSE,NA,2.681,2002
21,NA,TRUE,3.586,3.821,2002
28,1240,FALSE,NA,3.918,2002
33,1450,TRUE,3.717,3.805,2002
19,NA,TRUE,2.279,2.286,2002
25,NA,TRUE,3.106,3.602,2002
NA,1340,TRUE,3.503,2.9,2002
22,NA,FALSE,NA,2.41,2002
33,NA,TRUE,2.974,3.337,2002
NA,1430,TRUE,3.582,4,2002
22,NA,FALSE,NA,3.723,2002
22,NA,FALSE,NA,2.589,2002
27,NA,TRUE,3.672,3.852,2002
26,NA,TRUE,3.344,3.993,2002
19,NA,FALSE,NA,3.619,2002
NA,1050,TRUE,3.606,3.231,2002
29,1260,TRUE,3.875,4,2002
NA,1130,TRUE,3.306,3.847,2002
NA,970,TRUE,2.074,3.421,2002
19,1070,TRUE,3.331,3.411,2002
28,NA,TRUE,3.566,4.343,2002
NA,1060,FALSE,NA,3.27,2002
29,NA,TRUE,3.964,3.994,2002
32,NA,TRUE,3.488,3.867,2002
NA,1220,TRUE,3.224,2.829,2002
NA,1290,TRUE,3.041,3.42,2002
21,NA,TRUE,3.274,3.688,2002
23,NA,TRUE,2.703,3.437,2002
30,NA,TRUE,3.411,3.657,2002
22,NA,TRUE,3.073,3.277,2002
26,NA,TRUE,3.563,3.796,2002
28,1340,TRUE,3.847,4,2002
21,NA,TRUE,3.535,3.353,2002
21,960,TRUE,2.825,3.432,2002
31,NA,TRUE,3.494,3.8,2002
26,1160,FALSE,NA,3.679,2002
22,NA,TRUE,2.851,3.2,2002
21,NA,TRUE,2.724,2.979,2002
25,NA,TRUE,3.525,3.642,2002
NA,1370,TRUE,2.957,3.131,2002
32,1230,FALSE,NA,3.973,2002
27,NA,TRUE,3.103,3.501,2002
26,NA,TRUE,2.888,2.92,2002
27,NA,TRUE,3.034,3.312,2002
23,NA,TRUE,2.768,3.408,2002
18,NA,TRUE,2.9,3.02,2002
20,NA,TRUE,2.824,3.438,2002
30,1250,TRUE,3.657,3.922,2002
26,NA,TRUE,3.204,3.17,2002
28,NA,TRUE,3.743,3.945,2002
18,960,TRUE,3.349,3.151,2002
25,NA,TRUE,3.103,3.771,2002
29,NA,TRUE,3.573,4,2002
NA,970,TRUE,3.108,2.087,2002
NA,970,TRUE,3.07,3.223,2002
NA,1340,TRUE,3.243,3.6,2002
27,NA,TRUE,3.095,3.515,2002
30,NA,TRUE,3.527,3.704,2002
25,NA,TRUE,3.165,3.503,2002
30,1270,TRUE,3.878,4.079,2002
26,NA,TRUE,3.389,3.868,2002
28,1170,TRUE,3.614,4,2002
21,NA,FALSE,NA,2.47,2002
22,NA,TRUE,3.054,3.25,2002
NA,950,TRUE,2.896,3.321,2002
24,NA,FALSE,NA,2.822,2002
21,NA,TRUE,3.334,3.733,2002
24,NA,TRUE,3.634,3.618,2002
NA,1070,TRUE,3.909,3.9,2002
NA,1180,TRUE,3.003,3.633,2002
NA,1050,FALSE,NA,3.438,2002
33,NA,TRUE,3.906,4.554,2002
23,NA,FALSE,NA,3.289,2002
21,1030,FALSE,NA,2.69,2002
30,NA,TRUE,3.088,3.662,2002
26,1240,TRUE,3.602,4.347,2002
32,1360,TRUE,3.928,4,2002
27,1130,FALSE,NA,3.989,2002
24,1070,TRUE,3.154,3.929,2002
26,NA,TRUE,3.475,3.733,2002
27,NA,TRUE,3.671,3.946,2002
25,NA,FALSE,NA,3.714,2002
28,NA,TRUE,3.158,3.84,2002
18,NA,TRUE,2.59,3.71,2002
19,NA,FALSE,NA,3.396,2002
NA,1060,FALSE,NA,3.354,2002
NA,1310,FALSE,NA,2.72,2002
NA,980,TRUE,3.293,3.829,2002
18,970,FALSE,NA,3.58,2002
NA,1040,FALSE,NA,2.83,2002
21,NA,FALSE,NA,3.56,2002
24,NA,TRUE,3.238,3.28,2002
23,NA,FALSE,NA,2.915,2002
28,NA,FALSE,NA,3.313,2002
19,950,FALSE,NA,4,2002
NA,1370,TRUE,3.603,4.029,2002
25,NA,TRUE,3.3,3.396,2002
31,NA,TRUE,3.926,3.993,2002
31,1350,TRUE,3.498,4,2002
22,1130,TRUE,2.655,3.75,2002
20,NA,TRUE,3.143,3.768,2002
27,1140,TRUE,3.481,4.1,2002
NA,1110,FALSE,NA,3.406,2002
19,NA,TRUE,2.42,3.245,2002
33,1300,TRUE,3.131,3.744,2002
25,NA,TRUE,2.252,2.934,2002
NA,1320,TRUE,3.073,3.236,2002
24,NA,FALSE,NA,NA,2002
23,NA,FALSE,NA,3.406,2002
NA,1080,TRUE,2.836,3.48,2002
31,1430,TRUE,3.473,4.3,2002
27,NA,TRUE,2.188,3.52,2002
23,NA,TRUE,3.081,3.52,2002
26,NA,FALSE,NA,4.082,2002
30,NA,TRUE,3.136,3.627,2002
NA,1050,TRUE,2.491,2.32,2002
23,NA,TRUE,3.583,3.93,2002
NA,1240,FALSE,NA,3.139,2002
21,NA,TRUE,2.964,3.338,2002
NA,1120,TRUE,3.072,3.7,2002
29,1160,TRUE,2.916,3.821,2002
24,NA,FALSE,NA,3.95,2002
30,NA,FALSE,NA,3.574,2002
32,NA,TRUE,3.777,4.155,2002
26,NA,TRUE,3.668,4.301,2002
35,1450,TRUE,3.91,4,2002
21,NA,TRUE,2.759,2.985,2002
26,NA,FALSE,NA,3.56,2002
28,NA,TRUE,3.736,3.942,2002
27,1150,FALSE,NA,3.94,2002
27,1150,TRUE,3.543,4.012,2002
28,NA,TRUE,2.952,2.944,2002
30,NA,TRUE,3.679,3.985,2002
28,1300,TRUE,3.274,4.26,2002
23,NA,TRUE,3.518,3.894,2002
28,1200,FALSE,NA,3.082,2002
28,NA,FALSE,NA,3.796,2002
23,1080,TRUE,2.838,3.069,2002
NA,1340,TRUE,2.775,3.2,2002
17,NA,TRUE,2.798,3.909,2002
25,NA,TRUE,3.696,3.903,2002
25,NA,FALSE,NA,3.21,2002
21,NA,TRUE,3.573,3.82,2002
29,NA,TRUE,3.515,3.605,2002
24,1110,FALSE,NA,3.663,2002
27,NA,TRUE,2.487,3.34,2002
22,NA,TRUE,2.743,3.131,2002
29,NA,TRUE,3.749,3.725,2002
NA,1210,TRUE,3.478,4,2002
30,1260,TRUE,3.433,3.882,2002
23,NA,FALSE,NA,3.45,2002
24,NA,TRUE,3.443,4,2002
22,NA,FALSE,NA,3.071,2002
23,NA,TRUE,2.822,2.871,2002
27,1130,TRUE,3.634,3.833,2002
25,NA,TRUE,2.204,3.318,2002
32,NA,FALSE,NA,3.637,2002
NA,1160,TRUE,3.663,3.764,2002
25,NA,TRUE,3.866,3.959,2002
24,1110,TRUE,3.105,3.164,2002
26,NA,TRUE,3.327,3.985,2002
NA,NA,FALSE,NA,2.51,2002
30,NA,TRUE,3.427,4.005,2002
26,NA,FALSE,NA,4.024,2002
30,NA,TRUE,3.711,4.091,2002
27,1110,TRUE,3.116,3.371,2002
23,NA,FALSE,NA,3.86,2002
22,NA,FALSE,NA,3.94,2002
33,1490,TRUE,3.953,4,2002
30,NA,TRUE,3.31,3.563,2002
25,NA,FALSE,NA,2.914,2002
24,NA,TRUE,3.61,3.8,2002
29,NA,TRUE,3.335,3.612,2002
26,1120,TRUE,3.598,3.772,2002
29,NA,FALSE,NA,3.213,2002
24,NA,TRUE,2.935,3.41,2002
30,NA,TRUE,3.702,3.98,2002
21,NA,TRUE,2.892,3.229,2002
32,NA,TRUE,3.599,3.76,2002
24,NA,TRUE,2.963,3.649,2002
28,NA,TRUE,3.443,3.624,2002
19,NA,FALSE,NA,2.588,2002
22,NA,TRUE,2.82,3.094,2002
24,NA,FALSE,NA,2.44,2002
23,NA,TRUE,2.645,3.46,2002
14,850,TRUE,2.318,3.637,2002
30,NA,TRUE,3.69,3.783,2002
23,NA,TRUE,3.175,3.571,2002
31,NA,TRUE,3.396,3.742,2002
33,1350,TRUE,3.821,3.983,2002
NA,1260,FALSE,NA,3.86,2002
27,NA,FALSE,NA,2.062,2002
26,NA,TRUE,3.53,3.851,2002
NA,1110,TRUE,3.699,3.948,2002
31,1320,TRUE,3.748,3.894,2002
NA,1300,FALSE,NA,4,2002
25,NA,TRUE,3.33,3.92,2002
27,NA,TRUE,3.629,4,2002
24,NA,TRUE,3.145,3.331,2002
NA,1150,TRUE,3.05,2.841,2002
27,NA,TRUE,3.58,3.638,2002
31,1450,TRUE,3.277,4.2,2002
NA,1050,TRUE,3.187,3.538,2002
20,NA,FALSE,NA,3.503,2002
30,NA,TRUE,3.562,3.789,2002
30,NA,TRUE,3.37,3.89,2002
21,NA,FALSE,NA,3.113,2002
26,NA,TRUE,3.205,3.51,2002
26,NA,TRUE,3.067,3.596,2002
27,NA,FALSE,NA,3.321,2002
25,NA,TRUE,3.696,3.575,2002
26,NA,TRUE,3.464,3.74,2002
26,NA,TRUE,3.212,3.552,2002
33,NA,TRUE,3.33,4.038,2002
24,NA,TRUE,3.446,3.653,2002
25,NA,TRUE,3.508,3.223,2002
27,NA,TRUE,3.569,3.687,2002
NA,1100,FALSE,NA,3.449,2002
NA,970,TRUE,2.606,2.98,2002
NA,1100,TRUE,2.723,NA,2002
NA,930,TRUE,1.903,2.3,2002
24,NA,FALSE,NA,3.611,2002
NA,1220,FALSE,NA,3.37,2002
27,NA,TRUE,3.611,3.895,2002
26,NA,TRUE,3.45,3.734,2002
24,NA,TRUE,2.447,2.957,2002
27,NA,TRUE,3.674,3.88,2002
31,NA,FALSE,NA,3.963,2002
21,NA,FALSE,NA,3.345,2002
NA,1010,TRUE,2.356,2.685,2002
NA,1240,TRUE,3.364,3.81,2002
29,NA,FALSE,NA,2.942,2002
31,NA,TRUE,3.78,3.777,2002
NA,1380,TRUE,3.919,4.239,2002
20,NA,TRUE,2.969,2.847,2002
26,NA,TRUE,2.875,3.07,2002
23,NA,TRUE,2.623,3.832,2002
19,NA,TRUE,2.68,3.119,2002
22,NA,FALSE,NA,3.157,2002
22,NA,FALSE,NA,4.109,2002
NA,1120,FALSE,NA,2.673,2002
26,NA,TRUE,3.602,3.789,2002
26,NA,TRUE,3.789,3.908,2002
29,NA,TRUE,3.47,3.907,2002
21,NA,TRUE,3.26,3.58,2002
23,NA,TRUE,3.013,3.174,2002
20,NA,TRUE,2.191,1.953,2002
25,NA,TRUE,3.137,2.98,2002
NA,1380,TRUE,3.93,3.994,2002
25,NA,TRUE,3.79,3.525,2002
27,NA,TRUE,3.483,3.565,2002
NA,1050,TRUE,2.515,3.204,2002
19,NA,FALSE,NA,2.79,2002
19,NA,TRUE,3.032,3.394,2002
NA,1160,TRUE,3.76,3.694,2002
27,NA,FALSE,NA,3.73,2002
22,NA,TRUE,3.444,3.639,2002
21,NA,TRUE,2.775,2.543,2002
28,NA,TRUE,2.756,3.595,2002
23,NA,TRUE,2.98,3.334,2002
31,1390,TRUE,3.533,3.878,2002
19,NA,TRUE,2.361,2.931,2002
25,1020,TRUE,2.712,3.496,2002
18,NA,FALSE,NA,2.721,2002
NA,1330,TRUE,3.702,4.2,2002
25,NA,TRUE,3.738,3.911,2002
27,NA,TRUE,3.363,3.266,2002
19,NA,TRUE,2.552,2.362,2002
NA,1230,FALSE,NA,2.487,2002
22,NA,FALSE,NA,3.577,2002
19,NA,FALSE,NA,3.087,2002
22,NA,FALSE,NA,3.023,2002
30,1300,TRUE,3.917,3.817,2002
17,790,FALSE,NA,2.499,2002
24,1150,TRUE,3.614,3.769,2002
27,1180,TRUE,2.786,4.182,2002
26,1060,TRUE,2.917,3.107,2002
20,940,FALSE,NA,2.9,2002
NA,1390,TRUE,3.552,3.857,2002
19,NA,TRUE,3.302,3.559,2002
30,NA,TRUE,3.919,4.12,2002
29,NA,TRUE,2.671,4.086,2002
NA,980,TRUE,2.791,3.41,2002
NA,1530,TRUE,3.33,3.95,2002
31,NA,TRUE,3.004,3.72,2002
34,1430,TRUE,3.777,3.945,2002
26,NA,TRUE,3.607,3.516,2002
26,1190,FALSE,NA,3.019,2002
22,NA,TRUE,2.912,3.344,2002
26,NA,TRUE,3.178,3.48,2002
28,NA,TRUE,3.563,3.892,2002
24,1160,FALSE,NA,4.074,2002
27,NA,TRUE,3.221,3.619,2002
20,NA,TRUE,2.515,1.73,2002
32,NA,TRUE,3.946,3.981,2002
27,1250,TRUE,3.534,3.609,2002
34,1430,TRUE,3.894,4.14,2002
27,NA,FALSE,NA,2.775,2002
27,NA,TRUE,3.074,3.496,2002
22,NA,TRUE,2.954,3.174,2002
27,NA,FALSE,NA,3.96,2002
28,1220,TRUE,3.63,3.784,2002
NA,990,TRUE,3.329,3.53,2002
27,NA,TRUE,3.14,3.352,2002
21,NA,TRUE,3.386,3.261,2002
17,NA,FALSE,NA,2.486,2002
19,NA,TRUE,3.293,3.257,2002
21,NA,TRUE,3.131,3.133,2002
25,1230,TRUE,3.875,3.857,2002
NA,1070,FALSE,NA,3.594,2002
28,NA,FALSE,NA,3.824,2002
22,NA,FALSE,NA,3.381,2002
23,NA,FALSE,NA,3.771,2002
30,NA,TRUE,3.883,3.98,2002
25,NA,TRUE,2.002,2.819,2002
29,1240,TRUE,3.262,3.192,2002
29,1200,TRUE,3.647,3.933,2002
18,NA,TRUE,2.938,3.072,2002
23,NA,TRUE,3.781,3.74,2002
28,NA,TRUE,2.656,3.435,2002
28,NA,TRUE,3.137,3.756,2002
26,NA,TRUE,3.502,3.872,2002
21,NA,TRUE,2.938,3.684,2002
NA,1430,TRUE,3.941,3.977,2002
NA,1140,TRUE,3.01,3.507,2002
27,NA,TRUE,2.796,3.655,2002
25,NA,TRUE,3.035,3.9,2002
22,NA,FALSE,NA,3.036,2002
NA,1240,TRUE,3.761,3.072,2002
30,1280,TRUE,3.648,4.155,2002
20,NA,FALSE,NA,3.345,2002
29,NA,TRUE,3.493,3.74,2002
27,1240,FALSE,NA,3.106,2002
28,1280,TRUE,3.461,3.85,2002
23,1070,TRUE,2.78,3.288,2002
28,NA,TRUE,3.478,3.902,2002
26,1130,TRUE,2.79,3.79,2002
21,NA,FALSE,NA,2.899,2002
NA,1190,FALSE,NA,3.551,2002
28,1210,TRUE,3.716,4.229,2002
NA,1200,TRUE,3.854,3.895,2002
21,NA,TRUE,3.445,3.21,2002
32,NA,TRUE,3.818,3.986,2002
22,NA,TRUE,3.213,3.57,2002
21,NA,FALSE,NA,2.5,2002
26,1200,TRUE,3.48,3.49,2002
NA,1200,FALSE,NA,3.69,2002
28,NA,TRUE,3.955,3.964,2002
31,NA,FALSE,NA,3.411,2002
27,NA,TRUE,3.697,3.489,2002
22,NA,FALSE,NA,2.785,2002
23,940,TRUE,3.428,2.68,2002
23,950,TRUE,2.4,2.783,2002
NA,1260,TRUE,3.005,3.34,2002
32,1420,TRUE,3.934,3.988,2002
28,NA,TRUE,3.404,3.54,2002
30,1150,TRUE,3.237,4.07,2002
23,NA,TRUE,3.298,3.442,2002
24,NA,TRUE,3.35,3.722,2002
32,NA,TRUE,2.706,3.161,2002
27,NA,TRUE,3.187,3.667,2002
NA,1310,TRUE,3.079,3.846,2002
23,NA,TRUE,3.139,3.66,2002
NA,1240,TRUE,3.548,3.886,2002
23,NA,FALSE,NA,2.676,2002
NA,1250,TRUE,3.576,3.968,2002
23,NA,TRUE,3.099,3.305,2002
29,NA,TRUE,3.742,3.968,2002
27,NA,TRUE,3.829,3.913,2002
23,NA,TRUE,3.08,4,2002
25,NA,TRUE,3.396,3.56,2002
25,NA,TRUE,3.649,4,2002
24,NA,TRUE,3.298,3.653,2002
28,NA,TRUE,3.577,4,2002
20,NA,TRUE,3.183,3.543,2002
NA,1050,TRUE,3.15,3.481,2002
28,NA,TRUE,2.807,3.273,2002
31,NA,TRUE,3.447,3.94,2002
35,NA,TRUE,3.993,4,2002
29,NA,FALSE,NA,3.59,2002
NA,1080,TRUE,3.334,3.212,2002
NA,1090,TRUE,3.664,3.9,2002
29,NA,TRUE,3.052,3.802,2002
21,NA,TRUE,2.695,2.936,2002
30,NA,TRUE,3.626,3.903,2002
27,NA,TRUE,3.863,4,2002
29,NA,TRUE,2.333,3.197,2002
21,NA,FALSE,NA,3.84,2002
25,NA,FALSE,NA,3.46,2002
31,1260,TRUE,3.449,3.978,2002
NA,1280,TRUE,2.75,3.58,2002
21,NA,FALSE,NA,3.888,2002
18,NA,TRUE,2.286,3.054,2002
NA,1110,TRUE,3.03,3.133,2002
26,NA,TRUE,3.43,4,2002
28,NA,TRUE,3.244,3.683,2002
17,NA,FALSE,NA,2.775,2002
NA,1080,FALSE,NA,3.706,2002
25,NA,TRUE,3.687,4.07,2002
NA,930,TRUE,3.614,NA,2002
26,NA,TRUE,3.215,3.602,2002
25,NA,TRUE,2.749,3.353,2002
26,NA,TRUE,3.343,3.637,2002
31,NA,TRUE,3.863,3.915,2002
16,NA,FALSE,NA,3.33,2002
25,NA,TRUE,3.199,3.436,2002
30,1320,TRUE,2.808,3.344,2002
21,NA,TRUE,2.308,2.474,2002
27,1180,TRUE,2.58,2.636,2002
31,NA,TRUE,3.977,3.922,2002
24,NA,TRUE,3.549,3.353,2002
NA,980,TRUE,2.825,NA,2002
NA,1280,TRUE,3.492,3.646,2002
26,NA,TRUE,3.299,3.451,2002
NA,1260,TRUE,3.802,3.96,2002
28,1230,TRUE,3.824,3.91,2002
21,890,TRUE,2.158,2.722,2002
28,NA,TRUE,3.311,3.698,2002
30,NA,TRUE,3.454,3.706,2002
21,1030,TRUE,3.107,3.131,2002
28,NA,FALSE,NA,2.826,2002
NA,1300,TRUE,3.16,3.536,2002
20,950,TRUE,2.841,2.69,2002
26,1200,TRUE,3.238,3.166,2002
22,NA,TRUE,3.445,3.725,2002
22,NA,TRUE,2.489,2.951,2002
31,NA,TRUE,3.222,3.837,2002
24,NA,TRUE,3.588,3.686,2002
NA,1150,TRUE,2.776,3.143,2002
21,NA,FALSE,NA,2.273,2002
27,NA,TRUE,3.208,3.863,2002
21,NA,TRUE,3.271,3.43,2002
28,NA,TRUE,3.49,3.81,2002
21,NA,TRUE,2.727,3.418,2002
27,1230,TRUE,3.026,3.704,2002
34,1410,TRUE,3.989,4,2002
NA,1060,TRUE,3.415,3.804,2002
25,NA,TRUE,3.423,4.016,2002
29,NA,TRUE,3.418,3.757,2002
NA,1340,TRUE,3.908,4,2002
25,NA,TRUE,3.575,3.305,2002
NA,1020,FALSE,NA,2.556,2002
NA,1070,TRUE,3.61,3.529,2002
28,NA,FALSE,NA,3.831,2002
22,NA,TRUE,3.769,3.746,2002
NA,1030,TRUE,2.611,2.94,2002
23,NA,TRUE,2.694,3.54,2002
NA,1040,TRUE,2.69,3.566,2002
29,1250,TRUE,3.589,4,2002
24,NA,TRUE,3.65,3.635,2002
29,NA,TRUE,3.974,4.04,2002
NA,1230,TRUE,3.566,3.922,2002
31,1360,TRUE,3.895,3.994,2002
23,950,TRUE,2.594,3.364,2002
28,1180,TRUE,3.559,3.815,2002
28,NA,TRUE,3.402,3.69,2002
21,NA,TRUE,3.464,3.623,2002
NA,1160,TRUE,3.542,3.647,2002
23,NA,TRUE,3.637,3.699,2002
18,NA,TRUE,2.838,2.853,2002
NA,1140,TRUE,3.287,3.949,2002
31,1390,FALSE,NA,3.915,2002
NA,1250,FALSE,NA,2.714,2002
25,NA,TRUE,3.125,3.595,2002
23,NA,TRUE,3.069,3.362,2002
24,NA,TRUE,3.536,4,2002
21,NA,TRUE,2.703,2.808,2002
21,NA,FALSE,NA,2.461,2002
20,NA,FALSE,NA,3.266,2002
25,NA,FALSE,NA,2.467,2002
31,NA,TRUE,3.743,3.759,2002
28,NA,FALSE,NA,3.33,2002
27,NA,TRUE,3.78,3.967,2002
23,920,TRUE,2.972,3.874,2002
28,NA,FALSE,NA,3.905,2002
24,NA,TRUE,3.813,4,2002
27,1230,TRUE,3.928,3.918,2002
25,NA,FALSE,NA,3.454,2002
27,NA,FALSE,NA,3.507,2002
29,NA,TRUE,3.723,3.448,2002
27,NA,FALSE,NA,4,2002
26,NA,TRUE,3.553,4,2002
29,NA,TRUE,3.95,3.994,2002
29,NA,TRUE,3.943,3.987,2002
28,NA,TRUE,3.71,3.649,2002
24,NA,FALSE,NA,3.646,2002
24,NA,TRUE,3.615,3.987,2002
27,NA,TRUE,3.951,3.987,2002
25,NA,TRUE,2.915,3.437,2002
18,NA,TRUE,2.525,2.867,2002
NA,960,TRUE,3.361,3.71,2002
21,NA,TRUE,3.356,3.982,2002
24,NA,FALSE,NA,3.756,2002
NA,1360,TRUE,3.781,3.93,2002
NA,1140,TRUE,2.517,3.282,2002
NA,1420,TRUE,2.7,4.1,2002
32,1350,TRUE,3.534,4.223,2002
26,NA,TRUE,3.327,3.67,2002
27,1160,TRUE,3.053,3.82,2002
16,NA,FALSE,NA,2.587,2002
NA,1140,FALSE,NA,2.653,2002
28,NA,TRUE,3.89,3.925,2002
23,1150,TRUE,3.233,3.569,2002
25,1230,TRUE,3.113,4,2002
25,NA,TRUE,3.596,3.347,2002
29,NA,TRUE,3.334,3.854,2002
29,NA,TRUE,3.014,3.334,2002
27,NA,FALSE,NA,3.5,2002
32,NA,TRUE,3.964,3.963,2002
29,NA,TRUE,3.432,3.43,2002
25,NA,TRUE,3.413,4,2002
28,NA,TRUE,3.495,3.781,2002
26,NA,TRUE,3.47,4,2002
20,NA,TRUE,2.956,2.375,2002
31,NA,TRUE,3.768,3.86,2002
27,NA,TRUE,3.41,3.678,2002
19,NA,TRUE,3.078,3.222,2002
33,NA,TRUE,3.835,4.444,2002
NA,810,FALSE,NA,2.473,2002
22,NA,TRUE,3.101,3.028,2002
21,NA,TRUE,3.11,2.94,2002
22,NA,TRUE,2.49,2.982,2002
NA,1300,TRUE,3.641,3.27,2002
29,1240,TRUE,3.017,3.373,2002
NA,990,TRUE,2.358,3.084,2002
27,NA,FALSE,NA,4.1,2002
20,NA,TRUE,2.851,3.196,2002
24,NA,FALSE,NA,3.142,2002
25,NA,TRUE,3.447,3.461,2002
29,NA,TRUE,3.526,4.037,2002
23,NA,TRUE,3.608,3.435,2002
29,NA,TRUE,3.717,3.973,2002
26,NA,FALSE,NA,3.738,2002
23,NA,TRUE,3.754,3.76,2002
